INFO:root:Dataframe created successfully
INFO:py4j.clientserver:Closing down clientserver connection
2025-03-10 13:22:17,550 , INFO ,Dataframe created successfully 
2025-03-10 13:22:17,551 , INFO ,Closing down clientserver connection 
2025-03-11 11:47:41,390 , INFO ,Dataframe created successfully 
2025-03-11 11:47:41,394 , INFO ,Closing down clientserver connection 
2025-03-12 11:49:47,937 , INFO ,Dataframe created successfully 
2025-03-12 11:49:50,537 , INFO ,Closing down clientserver connection 
2025-03-12 12:30:25,913 , INFO ,Dataframe created Successfully 
2025-03-12 12:30:28,448 , INFO ,Closing down clientserver connection 
2025-03-12 12:34:06,315 , INFO ,Dataframe created Successfully 
2025-03-12 12:34:08,581 , INFO ,Analytics1 executed and result generated 
2025-03-12 12:34:08,582 , INFO ,Closing down clientserver connection 
2025-03-12 12:41:28,852 , INFO ,Dataframe created Successfully 
2025-03-12 12:41:32,220 , INFO ,Analytics1 executed and result generated 
2025-03-12 12:41:32,220 , INFO ,Closing down clientserver connection 
2025-03-12 12:44:15,438 , INFO ,Dataframe created Successfully 
2025-03-12 12:44:20,024 , INFO ,Analytics1 executed and result generated 
2025-03-12 12:44:20,025 , INFO ,Closing down clientserver connection 
